usage_id,customer_id,subscription_id,avg_watch_hours_per_day,sessions_per_week,last_login_days_ago,content_type_preference,completion_rate_pct,peak_usage_time
U00866,C0693,S00866,0.96,4,27,Bollywood,30.62,Afternoon
U00867,C0693,S00867,4.94,4,0,Bollywood,88.27,Morning
U00868,C0694,S00868,4.79,11,13,Web Series,78.99,Night
U00869,C0695,S00869,-2.71,9,10,Regional Cinema,58.35,Afternoon
U00870,C0696,S00870,3.35,11,8,Sports,69.47,Morning
U00871,C0697,S00871,5.09,,7,Documentary,73.9,Evening
U00872,C0697,S00872,1.78,4,63,Kids,39.73,Evening
U00873,C0698,S00873,4.11,5,0,Kids,74.62,Afternoon
U00874,C0699,S00874,2.5,5,29,Bollywood,44.08,Night
U00875,C0699,S00875,4.33,8,2,Web Series,61.02,Afternoon
U00876,C0700,S00876,4.28,14,13,Regional Cinema,84.13,Evening
U00877,C0701,S00877,4.73,13,7,News,96.83,Evening
U00878,C0702,S00878,1.44,4,29,Regional Cinema,21.12,Night
U00879,C0703,S00879,2.34,2,49,Documentary,23.55,Night
U00880,C0703,S00880,2.38,2,26,Bollywood,53.66,Evening
U00881,C0704,S00881,4.61,8,13,Regional Cinema,88.54,Evening
U00882,C0705,S00882,5.39,15,0,Sports,63.98,Evening
U00883,C0706,S00883,4.96,8,11,Web Series,59.19,Morning
U00884,C0706,S00884,1.62,3,58,Kids,45.84,Night
U00885,C0707,S00885,-2.79,5,11,Web Series,59.15,Morning
U00886,C0708,S00886,3.15,14,6,Bollywood,63.42,Evening
U00887,C0709,S00887,4.4,4,1,Web Series,80.18,Afternoon
U00888,C0710,S00888,3.99,7,1,Bollywood,64.1,Night
U00889,C0711,S00889,4.11,15,4,Sports,64.95,Afternoon
U00890,C0712,S00890,0.73,5,30,Documentary,36.23,Afternoon
U00891,C0712,S00891,1.91,2,69,Documentary,30.83,Night
U00892,C0713,S00892,2.64,12,1,Bollywood,65.46,Evening
U00893,C0714,S00893,1.57,4,79,Kids,27.51,Morning
U00894,C0715,S00894,4.33,6,13,Bollywood,62.3,Morning
U00895,C0716,S00895,3.67,8,2,News,69.8,Evening
U00896,C0717,S00896,4.61,12,11,Kids,59.86,Morning
U00897,C0718,S00897,1.57,5,34,News,45.19,Evening
U00898,C0718,S00898,1.82,4,48,Documentary,17.67,Morning
U00899,C0719,S00899,1.42,5,77,News,36.56,Evening
U00900,C0720,S00900,1.07,3,46,Regional Cinema,26.56,Night
U00901,C0721,S00901,3.54,5,7,News,92.89,Night
U00902,C0722,S00902,-0.17,4,12,Sports,66.46,Evening
U00903,C0723,S00903,3.35,5,4,Bollywood,89.47,Night
U00904,C0724,S00904,3.11,15,8,Sports,61.03,Night
U00905,C0725,S00905,0.56,1,21,Sports,21.06,Evening
U00906,C0726,S00906,1.49,1,43,Bollywood,48.83,Night
U00907,C0727,S00907,2.13,5,45,Regional Cinema,21.9,Night
U00908,C0728,S00908,4.95,,5,Regional Cinema,89.77,Evening
U00909,C0729,S00909,2.38,10,6,Sports,93.12,Evening
U00910,C0730,S00910,-2.6,1,82,Regional Cinema,34.31,Morning
U00911,C0731,S00911,3.67,9,5,Bollywood,71.93,Night
U00912,C0732,S00912,2.94,10,1,News,90.93,Afternoon
U00913,C0732,S00913,2.23,4,43,Bollywood,16.33,Evening
U00914,C0733,S00914,2.3,6,0,Kids,87.97,Night
U00915,C0733,S00915,2.1,4,17,Web Series,48.26,Morning
U00916,C0734,S00916,0.67,1,43,Bollywood,19.89,Evening
U00917,C0734,S00917,0.83,5,20,Sports,35.75,Night
U00918,C0735,S00918,3.92,8,4,Regional Cinema,88.06,Morning
U00919,C0736,S00919,1.89,2,44,Bollywood,41.89,Afternoon
U00920,C0737,S00920,1.1,5,15,News,34.3,Night
U00921,C0738,S00921,4.69,4,7,Web Series,,Afternoon
U00922,C0739,S00922,1.45,2,81,Regional Cinema,31.78,Night
U00923,C0739,S00923,0.36,2,28,Regional Cinema,32.53,Afternoon
U00924,C0740,S00924,1.96,1,30,Bollywood,16.92,Afternoon
U00925,C0741,S00925,1.85,3,64,Regional Cinema,51.96,Afternoon
U00926,C0742,S00926,1.81,2,39,Sports,50.98,Evening
U00927,C0743,S00927,5.43,13,13,Kids,86.5,Evening
U00928,C0744,S00928,4.09,8,9,Regional Cinema,73.38,Night
U00929,C0745,S00929,-1.56,10,12,Documentary,94.46,Afternoon
U00930,C0746,S00930,-1.45,,8,Regional Cinema,92.48,Afternoon
U00931,C0746,S00931,1.93,6,2,Regional Cinema,76.06,Morning
U00932,C0747,S00932,4.08,15,12,Documentary,83.48,Morning
U00933,C0748,S00933,2.24,,13,News,72.77,Afternoon
U00934,C0748,S00934,3.82,,9,Kids,95.8,Afternoon
U00935,C0749,S00935,3.69,4,0,Documentary,91.55,Night
U00936,C0750,S00936,2.22,5,4,Regional Cinema,80.21,Evening
U00937,C0751,S00937,0.44,3,80,Kids,31.48,Afternoon
U00938,C0752,S00938,3.09,7,3,Documentary,96.59,Afternoon
U00939,C0752,S00939,-1.24,14,4,Regional Cinema,70.96,Afternoon
U00940,C0753,S00940,4.94,12,2,Web Series,95.82,Morning
U00941,C0753,S00941,-2.65,9,10,Regional Cinema,95.83,Afternoon
U00942,C0754,S00942,1.95,8,11,Kids,71.86,Night
U00943,C0754,S00943,1.61,4,58,News,21.64,Morning
U00944,C0755,S00944,5.33,5,2,Web Series,57.78,Evening
U00945,C0756,S00945,2.14,,75,Documentary,41.82,Evening
U00946,C0756,S00946,1.57,14,8,News,56.86,Evening
U00947,C0757,S00947,0.7,1,56,Web Series,36.55,Afternoon
U00948,C0758,S00948,1.51,5,71,Bollywood,23.41,Morning
U00949,C0758,S00949,2.19,,54,Documentary,42.07,Evening
U00950,C0759,S00950,2.54,13,9,Documentary,58.73,Morning
U00951,C0759,S00951,5.46,9,7,Documentary,62.76,Evening
U00952,C0760,S00952,2.43,1,34,Kids,43.23,Night
U00953,C0761,S00953,0.99,2,82,Documentary,35.23,Afternoon
U00954,C0762,S00954,2.55,6,6,News,69.18,Morning
U00955,C0763,S00955,5.21,9,0,Bollywood,87.59,Afternoon
U00956,C0764,S00956,4.75,13,9,Regional Cinema,57.22,Morning
U00957,C0764,S00957,4.06,15,2,News,75.99,Morning
U00958,C0765,S00958,4.38,9,13,Documentary,76.94,Afternoon
U00959,C0765,S00959,1.52,5,10,Sports,64.9,Morning
U00960,C0766,S00960,1.68,6,7,Sports,95.63,Afternoon
U00961,C0767,S00961,2.87,12,12,Sports,79.33,Afternoon
U00962,C0767,S00962,1.04,5,47,Regional Cinema,38.26,Afternoon
U00963,C0768,S00963,4.57,14,5,Web Series,85.99,Evening
U00964,C0768,S00964,1.71,15,11,Documentary,56.34,Morning
U00965,C0769,S00965,2.41,7,12,Sports,80.52,Morning
U00966,C0769,S00966,2.2,7,7,Bollywood,64.5,Night
U00967,C0770,S00967,5.18,9,0,Sports,85.51,Night
U00968,C0771,S00968,0.39,5,19,Bollywood,53.1,Afternoon
U00969,C0772,S00969,5.34,14,1,Bollywood,71.77,Morning
U00970,C0773,S00970,2.04,5,35,News,53.04,Morning
U00971,C0774,S00971,1.1,5,40,Kids,49.42,Morning
U00972,C0775,S00972,0.76,1,39,Documentary,38.59,Night
U00973,C0776,S00973,5.5,,6,News,78.01,Afternoon
U00974,C0777,S00974,1.28,1,59,News,,Afternoon
U00975,C0778,S00975,2.49,3,78,Web Series,19.81,Evening
U00976,C0779,S00976,3.47,6,4,Regional Cinema,86.86,Night
U00977,C0779,S00977,1.15,2,23,Sports,43.88,Morning
U00978,C0780,S00978,0.99,5,89,Web Series,18.4,Morning
U00979,C0781,S00979,3.3,11,5,Sports,77.59,Evening
U00980,C0782,S00980,-0.74,4,13,Sports,62.54,Evening
U00981,C0783,S00981,2.3,13,10,Web Series,92.87,Evening
U00982,C0783,S00982,4.51,14,6,Regional Cinema,64.64,Morning
U00983,C0784,S00983,2.75,14,8,Kids,73.07,Afternoon
U00984,C0784,S00984,1.87,5,23,Bollywood,41.83,Afternoon
U00985,C0785,S00985,4.87,11,3,Documentary,79.73,Evening
U00986,C0786,S00986,4.16,14,8,Kids,96.6,Evening
U00987,C0786,S00987,0.68,5,49,Regional Cinema,43.2,Evening
U00988,C0787,S00988,2.37,6,4,Kids,91.21,Afternoon
U00989,C0788,S00989,0.76,1,65,Sports,30.87,Afternoon
U00990,C0789,S00990,2.05,5,83,Sports,51.65,Night
U00991,C0790,S00991,0.53,4,28,Documentary,43.89,Afternoon
U00992,C0791,S00992,5.28,15,6,Kids,75.52,Night
U00993,C0791,S00993,4.97,6,3,Bollywood,61.71,Night
U00994,C0792,S00994,2.85,15,6,Web Series,77.22,Evening
U00995,C0792,S00995,4.99,11,4,Kids,91.56,Morning
U00996,C0793,S00996,-1.13,5,37,Bollywood,49.58,Afternoon
U00997,C0794,S00997,2.66,9,0,Kids,93.73,Morning
U00998,C0795,S00998,3.59,7,6,Regional Cinema,83.93,Night
U00999,C0796,S00999,2.21,1,20,Regional Cinema,44.6,Evening
U01000,C0796,S01000,2.38,13,5,Documentary,,Morning
U01001,C0797,S01001,-2.48,3,30,Documentary,30.93,Night
U01002,C0798,S01002,2.8,7,0,Kids,96.27,Evening
U01003,C0798,S01003,2.24,1,68,Sports,29.98,Night
U01004,C0799,S01004,2.22,5,59,Web Series,33.32,Afternoon
U01005,C0800,S01005,2.17,5,13,News,66.28,Morning
U01006,C0801,S01006,4.02,7,9,Web Series,89.79,Evening
U01007,C0802,S01007,0.53,5,29,Bollywood,46.36,Afternoon
U01008,C0803,S01008,4.32,14,0,Kids,57.05,Afternoon
U01009,C0804,S01009,2.34,15,13,News,90.79,Afternoon
U01010,C0804,S01010,0.34,2,83,Sports,16.04,Afternoon
U01011,C0805,S01011,3.89,4,6,Web Series,66.35,Afternoon
U01012,C0806,S01012,3.58,7,9,Regional Cinema,88.66,Night
U01013,C0807,S01013,0.34,2,76,Web Series,30.93,Evening
U01014,C0807,S01014,2.12,4,66,Documentary,54.7,Evening
U01015,C0808,S01015,2.73,9,10,Kids,88.09,Evening
U01016,C0809,S01016,5.41,7,3,Sports,90.76,Evening
U01017,C0810,S01017,1.52,3,18,News,37.16,Afternoon
U01018,C0811,S01018,3.84,10,6,Kids,57.08,Afternoon
U01019,C0812,S01019,2.32,,28,Bollywood,51.08,Night
U01020,C0813,S01020,2.0,12,12,Web Series,90.22,Night
U01021,C0814,S01021,5.48,12,9,Web Series,70.0,Afternoon
U01022,C0815,S01022,2.42,5,57,Sports,51.31,Night
U01023,C0816,S01023,1.86,14,1,Bollywood,,Afternoon
U01024,C0816,S01024,2.39,4,4,Documentary,61.99,Afternoon
U01025,C0817,S01025,1.68,5,65,Kids,35.17,Afternoon
U01026,C0818,S01026,4.88,9,12,Web Series,91.09,Night
U01027,C0818,S01027,0.82,5,59,Documentary,52.96,Afternoon
U01028,C0819,S01028,4.72,9,10,Sports,72.88,Night
U01029,C0820,S01029,1.47,2,66,Regional Cinema,37.19,Evening
U01030,C0820,S01030,2.02,8,2,Kids,88.52,Night
U01031,C0821,S01031,2.19,4,82,News,25.42,Morning
U01032,C0822,S01032,0.39,1,63,Regional Cinema,41.91,Night
U01033,C0823,S01033,3.82,13,3,Documentary,87.49,Evening
U01034,C0824,S01034,2.8,15,6,Web Series,61.56,Morning
U01035,C0825,S01035,4.03,8,11,Web Series,71.03,Afternoon
U01036,C0826,S01036,4.09,5,9,Web Series,93.46,Night
U01037,C0827,S01037,4.34,15,7,Web Series,84.8,Night
U01038,C0827,S01038,3.04,12,8,Regional Cinema,68.24,Morning
U01039,C0828,S01039,3.13,7,8,Kids,91.33,Night
U01040,C0829,S01040,2.06,2,22,Web Series,18.4,Morning
U01041,C0830,S01041,2.41,13,0,Regional Cinema,59.04,Evening
U01042,C0831,S01042,2.83,4,11,Sports,72.06,Afternoon
U01043,C0832,S01043,0.58,3,44,Regional Cinema,44.65,Afternoon
U01044,C0832,S01044,3.54,13,1,News,71.29,Morning
U01045,C0833,S01045,1.94,15,8,Regional Cinema,62.7,Afternoon
U01046,C0834,S01046,0.65,3,73,News,41.07,Afternoon
U01047,C0835,S01047,2.98,7,5,Sports,65.52,Night
U01048,C0836,S01048,4.91,13,6,Bollywood,90.78,Evening
U01049,C0837,S01049,0.92,3,29,News,50.01,Morning
U01050,C0838,S01050,1.24,4,65,Kids,30.83,Morning
U01051,C0839,S01051,3.06,13,3,Documentary,74.07,Morning
U01052,C0840,S01052,1.74,15,12,Web Series,74.3,Afternoon
U01053,C0841,S01053,3.76,5,11,News,77.09,Night
U01054,C0842,S01054,4.53,8,10,Web Series,77.96,Night
U01055,C0843,S01055,4.42,5,8,Documentary,75.64,Evening
U01056,C0843,S01056,3.44,15,2,Sports,90.57,Morning
U01057,C0844,S01057,4.76,4,10,News,69.73,Morning
U01058,C0844,S01058,1.96,14,5,Regional Cinema,60.21,Afternoon
U01059,C0845,S01059,5.45,15,1,Kids,70.08,Night
U01060,C0846,S01060,1.36,3,75,Regional Cinema,50.34,Night
U01061,C0847,S01061,1.89,1,21,Bollywood,22.79,Night
U01062,C0847,S01062,4.71,11,1,Bollywood,83.86,Evening
U01063,C0848,S01063,4.34,6,4,Bollywood,90.41,Night
U01064,C0849,S01064,2.19,15,9,Web Series,90.06,Evening
U01065,C0849,S01065,1.38,4,82,Regional Cinema,48.0,Night
U01066,C0850,S01066,3.41,12,9,Regional Cinema,63.42,Afternoon
U01067,C0851,S01067,1.19,3,80,Bollywood,,Morning
U01068,C0852,S01068,3.81,7,8,Kids,74.93,Evening
U01069,C0853,S01069,3.36,7,2,Kids,96.8,Afternoon
U01070,C0853,S01070,1.7,,62,Documentary,41.39,Evening
U01071,C0854,S01071,4.38,9,5,Web Series,95.13,Afternoon
U01072,C0855,S01072,1.73,11,10,Regional Cinema,86.53,Afternoon
U01073,C0856,S01073,4.85,13,0,Documentary,57.29,Night
U01074,C0856,S01074,2.81,9,0,Sports,86.9,Afternoon
U01075,C0857,S01075,2.19,4,12,Sports,83.49,Evening
U01076,C0857,S01076,0.84,5,20,Bollywood,52.05,Afternoon
U01077,C0858,S01077,1.69,2,81,Web Series,49.35,Morning
U01078,C0859,S01078,1.82,5,6,News,94.16,Afternoon
U01079,C0860,S01079,4.34,12,1,Sports,88.46,Night
U01080,C0861,S01080,0.51,2,21,Kids,36.21,Morning
U01081,C0862,S01081,0.55,4,69,News,52.28,Morning
U01082,C0863,S01082,1.32,4,84,News,51.87,Evening
U01083,C0863,S01083,2.22,3,87,Sports,26.55,Evening
U01084,C0864,S01084,1.26,4,38,Web Series,49.1,Afternoon
U01085,C0864,S01085,2.39,3,52,Documentary,38.44,Afternoon
U01086,C0865,S01086,1.87,15,7,Regional Cinema,60.66,Night
U01087,C0866,S01087,3.86,9,7,Web Series,62.99,Evening
U01088,C0867,S01088,0.78,3,63,Documentary,30.38,Morning
U01089,C0868,S01089,4.97,10,1,Web Series,74.21,Evening
U01090,C0869,S01090,0.42,2,56,Kids,32.21,Afternoon
U01091,C0870,S01091,1.66,,32,Bollywood,38.26,Afternoon
U01092,C0871,S01092,1.63,5,2,Bollywood,87.42,Morning
U01093,C0872,S01093,3.39,13,13,Sports,61.85,Evening
U01094,C0873,S01094,1.81,11,12,Documentary,96.17,Morning
U01095,C0874,S01095,3.02,14,12,Web Series,86.86,Morning
U01096,C0875,S01096,5.03,14,6,Regional Cinema,89.41,Evening
U01097,C0876,S01097,4.05,9,9,Documentary,90.89,Afternoon
U01098,C0877,S01098,2.1,8,7,Documentary,96.6,Night
U01099,C0878,S01099,3.4,4,8,Documentary,83.3,Afternoon
U01100,C0879,S01100,2.78,9,3,Bollywood,96.4,Afternoon
U01101,C0880,S01101,3.72,5,13,Bollywood,70.94,Night
U01102,C0881,S01102,2.32,14,12,Documentary,68.44,Afternoon
U01103,C0881,S01103,2.13,,57,News,39.58,Morning
U01104,C0882,S01104,1.1,2,27,Documentary,28.52,Evening
U01105,C0883,S01105,0.55,2,34,Documentary,50.46,Evening
U01106,C0883,S01106,1.68,1,26,Web Series,38.76,Afternoon
U01107,C0884,S01107,5.25,11,3,Bollywood,69.05,Morning
U01108,C0885,S01108,2.23,4,3,Web Series,60.1,Morning
U01109,C0886,S01109,0.42,,26,Web Series,,Afternoon
U01110,C0887,S01110,1.68,4,21,Kids,47.13,Morning
U01111,C0888,S01111,1.99,2,37,Kids,51.27,Afternoon
U01112,C0889,S01112,4.53,8,6,Bollywood,58.26,Night
U01113,C0890,S01113,0.44,3,74,Sports,30.87,Evening
U01114,C0891,S01114,5.19,10,6,Sports,64.26,Afternoon
U01115,C0892,S01115,4.62,9,4,News,93.15,Morning
U01116,C0893,S01116,2.94,15,9,Kids,59.18,Night
U01117,C0894,S01117,5.18,9,13,Kids,94.19,Afternoon
U01118,C0895,S01118,1.01,5,35,News,49.97,Night
U01119,C0896,S01119,1.42,2,78,Sports,28.15,Night
U01120,C0897,S01120,4.04,7,4,Sports,66.19,Night
U01121,C0898,S01121,-1.62,1,81,News,42.94,Morning
U01122,C0899,S01122,0.76,2,53,Bollywood,20.72,Evening
U01123,C0900,S01123,0.55,2,26,Bollywood,44.64,Morning
U01124,C0901,S01124,3.92,4,9,Sports,77.63,Afternoon
U01125,C0902,S01125,3.65,4,9,Documentary,96.57,Morning
U01126,C0902,S01126,1.9,4,3,Sports,96.49,Night
U01127,C0903,S01127,3.87,15,3,News,80.22,Morning
U01128,C0904,S01128,3.99,8,2,News,84.53,Morning
U01129,C0905,S01129,2.28,13,3,Regional Cinema,82.4,Morning
U01130,C0906,S01130,0.95,4,74,Bollywood,24.41,Night
U01131,C0907,S01131,2.12,9,9,News,96.73,Night
U01132,C0907,S01132,2.04,5,28,Documentary,41.11,Afternoon
U01133,C0908,S01133,2.09,5,67,Kids,28.66,Night
U01134,C0908,S01134,1.57,1,35,Regional Cinema,39.51,Afternoon
U01135,C0909,S01135,0.55,2,60,Documentary,53.43,Evening
U01136,C0910,S01136,3.46,9,12,Documentary,79.51,Afternoon
U01137,C0910,S01137,1.65,3,73,Regional Cinema,37.02,Afternoon
U01138,C0911,S01138,0.75,4,27,Sports,27.88,Night
U01139,C0912,S01139,0.45,2,55,News,30.45,Morning
U01140,C0912,S01140,3.04,11,12,Regional Cinema,66.83,Afternoon
U01141,C0913,S01141,2.13,1,32,Kids,42.49,Afternoon
U01142,C0913,S01142,2.26,11,0,Documentary,61.32,Morning
U01143,C0914,S01143,1.1,2,64,Bollywood,28.61,Afternoon
U01144,C0915,S01144,1.26,2,48,Web Series,23.35,Night
U01145,C0916,S01145,-2.89,12,10,Documentary,65.64,Evening
U01146,C0917,S01146,4.32,10,1,Documentary,69.13,Morning
U01147,C0918,S01147,0.98,5,23,Sports,42.2,Night
U01148,C0919,S01148,2.92,14,8,Sports,56.46,Morning
U01149,C0919,S01149,4.26,5,0,Regional Cinema,61.95,Morning
U01150,C0920,S01150,0.42,4,19,Web Series,49.51,Evening
U01151,C0920,S01151,2.59,5,1,Regional Cinema,84.84,Evening
U01152,C0921,S01152,1.84,11,5,News,56.25,Afternoon
U01153,C0922,S01153,1.76,1,64,News,37.98,Afternoon
U01154,C0923,S01154,1.54,2,22,Kids,38.23,Morning
U01155,C0924,S01155,1.29,1,32,Kids,19.09,Evening
U01156,C0925,S01156,-0.42,6,7,Sports,55.04,Evening
U01157,C0926,S01157,1.83,2,87,Regional Cinema,49.67,Morning
U01158,C0927,S01158,1.78,5,33,Web Series,16.12,Afternoon
U01159,C0928,S01159,0.59,1,65,Documentary,40.7,Afternoon
U01160,C0928,S01160,4.32,5,3,Regional Cinema,64.25,Morning
U01161,C0929,S01161,5.1,9,3,News,59.48,Night
U01162,C0930,S01162,4.67,14,6,Sports,95.09,Morning
U01163,C0931,S01163,0.93,3,22,Regional Cinema,,Evening
U01164,C0932,S01164,5.08,5,2,Kids,78.64,Night
U01165,C0933,S01165,1.69,9,2,Regional Cinema,73.11,Afternoon
U01166,C0933,S01166,1.01,3,42,News,38.05,Afternoon
U01167,C0934,S01167,4.22,,13,Kids,69.22,Night
U01168,C0935,S01168,5.14,8,7,Regional Cinema,72.31,Evening
U01169,C0936,S01169,2.31,8,7,Regional Cinema,88.93,Evening
U01170,C0937,S01170,2.38,7,3,Web Series,70.63,Evening
U01171,C0937,S01171,1.78,4,86,News,41.77,Evening
U01172,C0938,S01172,4.92,6,9,News,95.28,Night
U01173,C0938,S01173,4.32,7,2,Documentary,57.7,Night
U01174,C0939,S01174,1.73,5,67,Kids,44.89,Night
U01175,C0940,S01175,0.98,4,56,Regional Cinema,35.88,Morning
U01176,C0941,S01176,4.2,11,5,Kids,77.63,Evening
U01177,C0941,S01177,1.62,13,10,Regional Cinema,86.13,Night
U01178,C0942,S01178,1.66,1,31,Documentary,43.65,Afternoon
U01179,C0943,S01179,2.91,10,1,Bollywood,61.05,Morning
U01180,C0944,S01180,3.31,15,5,News,70.2,Afternoon
U01181,C0945,S01181,0.86,2,76,News,16.77,Afternoon
U01182,C0946,S01182,2.96,10,11,Documentary,65.18,Night
U01183,C0947,S01183,2.38,1,78,Documentary,22.01,Night
U01184,C0948,S01184,3.34,4,9,Web Series,71.44,Morning
U01185,C0949,S01185,2.01,5,75,Regional Cinema,17.09,Afternoon
U01186,C0950,S01186,1.58,4,13,Kids,60.52,Afternoon
U01187,C0951,S01187,5.18,7,2,Kids,71.73,Morning
U01188,C0952,S01188,1.14,2,78,Documentary,19.09,Evening
U01189,C0953,S01189,2.03,2,84,Kids,,Afternoon
U01190,C0954,S01190,1.54,1,57,News,19.99,Night
U01191,C0955,S01191,0.77,4,20,Bollywood,41.66,Morning
U01192,C0956,S01192,0.36,3,85,Regional Cinema,16.21,Night
U01193,C0956,S01193,4.47,10,6,Regional Cinema,86.59,Evening
U01194,C0957,S01194,1.55,12,8,Documentary,85.81,Morning
U01195,C0958,S01195,3.32,9,3,Kids,89.71,Morning
U01196,C0959,S01196,4.52,8,10,Documentary,57.81,Evening
U01197,C0960,S01197,1.82,4,28,Kids,35.57,Morning
U01198,C0961,S01198,1.63,5,12,Web Series,87.32,Evening
U01199,C0961,S01199,1.73,13,12,Kids,77.12,Afternoon
U01200,C0962,S01200,0.49,3,47,Sports,30.7,Night
U01201,C0963,S01201,5.12,10,1,Sports,77.89,Night
U01202,C0964,S01202,5.25,9,0,News,62.19,Morning
U01203,C0965,S01203,3.52,7,8,Regional Cinema,57.82,Morning
U01204,C0966,S01204,4.78,8,1,Kids,55.15,Evening
U01205,C0967,S01205,1.94,1,75,Web Series,31.23,Afternoon
U01206,C0968,S01206,1.3,2,26,Kids,28.47,Morning
U01207,C0969,S01207,0.57,4,86,Documentary,20.88,Night
U01208,C0969,S01208,4.45,8,9,Kids,61.48,Evening
U01209,C0970,S01209,1.16,2,19,Web Series,20.25,Evening
U01210,C0971,S01210,2.43,2,24,Kids,52.82,Evening
U01211,C0972,S01211,1.96,4,20,Kids,43.28,Afternoon
U01212,C0973,S01212,1.84,10,11,Documentary,56.26,Night
U01213,C0973,S01213,1.19,5,80,Bollywood,26.14,Evening
U01214,C0974,S01214,2.13,4,6,News,77.52,Night
U01215,C0975,S01215,1.91,12,13,Regional Cinema,73.57,Evening
U01216,C0976,S01216,4.64,5,11,Kids,58.9,Afternoon
U01217,C0977,S01217,0.99,4,21,Regional Cinema,26.22,Afternoon
U01218,C0978,S01218,4.64,12,13,Sports,94.66,Afternoon
U01219,C0978,S01219,3.76,13,8,Kids,59.86,Morning
U01220,C0979,S01220,2.18,5,26,News,49.32,Afternoon
U01221,C0980,S01221,5.05,10,12,Sports,95.59,Afternoon
U01222,C0980,S01222,4.16,8,13,Documentary,76.28,Night
U01223,C0981,S01223,1.86,6,5,Documentary,67.69,Afternoon
U01224,C0981,S01224,0.81,4,31,Web Series,33.85,Night
U01225,C0982,S01225,3.77,10,6,Web Series,58.99,Night
U01226,C0982,S01226,1.94,6,10,Web Series,71.48,Afternoon
U01227,C0983,S01227,2.25,13,2,News,,Afternoon
U01228,C0984,S01228,3.86,5,5,News,75.4,Morning
U01229,C0985,S01229,5.12,14,13,Kids,87.61,Afternoon
U01230,C0986,S01230,1.59,2,16,Sports,19.45,Morning
U01231,C0987,S01231,1.95,1,67,Kids,26.44,Afternoon
U01232,C0988,S01232,2.4,11,3,Web Series,87.38,Afternoon
U01233,C0989,S01233,1.65,,55,News,45.01,Night
U01234,C0990,S01234,4.79,9,10,News,95.11,Morning
U01235,C0991,S01235,4.03,7,12,Documentary,67.04,Evening
U01236,C0991,S01236,2.97,7,8,Sports,79.05,Evening
U01237,C0992,S01237,2.37,1,16,Web Series,48.8,Morning
U01238,C0993,S01238,2.45,1,90,Kids,23.48,Night
U01239,C0993,S01239,2.33,2,47,Regional Cinema,26.96,Night
U01240,C0994,S01240,1.4,2,60,Regional Cinema,39.8,Night
U01241,C0995,S01241,1.89,1,39,Documentary,51.67,Night
U01242,C0996,S01242,1.53,4,4,Bollywood,59.87,Morning
U01243,C0997,S01243,4.29,10,4,Regional Cinema,88.75,Afternoon
U01244,C0997,S01244,1.74,2,25,Sports,53.71,Afternoon
U01245,C0998,S01245,1.59,1,32,Regional Cinema,,Morning
U01246,C0999,S01246,3.59,,12,Documentary,88.09,Afternoon
U01247,C1000,S01247,2.99,7,1,Web Series,88.67,Night
U01248,C1001,S01248,-0.99,2,74,Documentary,44.06,Evening
U01249,C1002,S01249,-1.95,6,5,Sports,83.07,Evening
U01250,C1003,S01250,3.55,9,5,Kids,86.42,Night
U01251,C1004,S01251,1.63,5,1,News,89.45,Night
U01252,C1004,S01252,2.02,1,21,Kids,26.83,Night
U01253,C1005,S01253,2.57,11,8,Kids,84.72,Night
U01254,C1006,S01254,4.89,4,9,Regional Cinema,87.56,Night
U01255,C1006,S01255,4.84,14,10,Kids,89.55,Afternoon
U01256,C1007,S01256,0.96,1,62,Bollywood,34.48,Afternoon
U01257,C1008,S01257,3.19,8,7,Bollywood,84.4,Night
U01258,C1009,S01258,3.96,9,1,News,92.55,Morning
U01259,C1009,S01259,2.58,7,9,Bollywood,88.12,Night
U01260,C1010,S01260,1.26,2,47,Bollywood,23.68,Afternoon
U01261,C1011,S01261,4.41,,10,Web Series,61.45,Night
U01262,C1012,S01262,1.63,4,45,Kids,41.43,Night
U01263,C1013,S01263,0.61,2,26,Bollywood,30.85,Night
U01264,C1014,S01264,2.82,7,2,Regional Cinema,78.44,Evening
U01265,C1015,S01265,0.62,2,61,Documentary,47.83,Night
U01266,C1016,S01266,2.6,12,13,News,,Afternoon
U01267,C1016,S01267,3.31,11,8,Bollywood,92.71,Morning
U01268,C1017,S01268,4.61,4,8,Regional Cinema,88.11,Morning
U01269,C1018,S01269,5.03,10,3,Regional Cinema,85.49,Afternoon
U01270,C1019,S01270,2.03,2,38,Kids,40.61,Afternoon
U01271,C1020,S01271,2.46,5,13,Bollywood,73.64,Morning
U01272,C1020,S01272,2.15,4,56,Documentary,17.57,Morning
U01273,C1021,S01273,3.96,13,7,News,67.59,Afternoon
U01274,C1022,S01274,3.3,4,5,Regional Cinema,94.33,Night
U01275,C1023,S01275,0.42,2,28,Sports,37.12,Evening
U01276,C1023,S01276,1.51,1,19,Sports,42.32,Afternoon
U01277,C1024,S01277,1.64,4,33,Sports,23.98,Night
U01278,C1025,S01278,3.67,4,1,News,95.41,Night
U01279,C1026,S01279,2.27,4,54,Sports,36.51,Afternoon
U01280,C1027,S01280,3.75,7,4,News,93.09,Afternoon
U01281,C1027,S01281,4.59,5,10,News,95.31,Morning
U01282,C1028,S01282,1.77,1,32,Documentary,48.79,Evening
U01283,C1029,S01283,2.46,3,17,Bollywood,29.01,Afternoon
U01284,C1029,S01284,4.47,9,0,Regional Cinema,70.87,Night
