subscription_id,customer_id,plan_id,start_date,end_date,tenure_months,renewal_count,churn_flag,churn_reason
S00971,C0774,P001,2023-11-15,2024-04-13,5,0,1,High subscription price
S00972,C0775,P001,2024-11-01,2024-12-31,2,0,1,No new content added
S00973,C0776,P004,2024-01-31,2024-08-28,7,0,0,
S00974,C0777,P001,2023-12-25,2024-08-21,8,0,1,Frequent buffering issues
S00975,C0778,P001,2024-07-03,2024-09-01,2,0,1,No new content added
S00976,C0779,P004,2023-09-19,2024-02-16,5,0,0,
S00977,C0779,P002,2024-03-02,2024-04-01,1,1,1,Frequent buffering issues
S00978,C0780,P004,2023-04-28,2023-05-28,1,0,1,No new content added
S00979,C0781,P001,2023-01-17,2023-02-16,1,0,0,
S00980,C0782,P004,2023-09-07,2024-12-30,16,0,0,
S00981,C0783,P003,2024-04-19,2024-11-15,7,0,0,
S00982,C0783,P004,2024-11-24,2024-12-24,1,1,0,
S00983,C0784,P002,2023-11-12,2024-10-07,11,0,0,
S00984,C0784,P001,2024-11-06,2024-12-06,1,1,1,Switched to free platform
S00985,C0785,P002,2024-07-25,2024-10-23,3,0,0,
S00986,C0786,P001,2024-08-13,2024-10-12,2,0,0,
S00987,C0786,P001,2024-10-27,2024-12-26,2,1,1,Switched to free platform
S00988,C0787,P002,2023-12-11,2024-06-08,6,0,0,
S00989,C0788,P002,2023-07-06,2024-09-28,15,0,1,Poor customer support
S00990,C0789,P002,2024-08-24,2024-11-22,3,0,1,
S00991,C0790,P003,2024-05-30,2024-07-29,2,0,1,Switched to free platform
S00992,C0791,P004,2024-08-05,2024-12-03,4,0,0,
S00993,C0791,P002,2024-12-23,2025-01-22,1,1,0,
S00994,C0792,P002,2023-02-05,2023-04-06,2,0,0,
S00995,C0792,P003,2023-04-14,2024-04-08,12,1,0,
S00996,C0793,P001,2023-12-21,2024-12-15,12,0,1,Poor regional content
S00997,C0794,P001,2024-09-21,2024-12-20,3,0,0,
S00998,C0795,P001,2023-09-18,2024-12-11,15,0,0,
S00999,C0796,P001,2024-01-05,2024-04-04,3,0,1,High subscription price
S01000,C0796,P002,2024-05-02,2024-09-29,5,1,0,
S01001,C0797,P001,2023-04-27,2024-09-18,17,0,1,Frequent buffering issues
S01002,C0798,P003,2023-07-04,2024-04-29,10,0,0,
S01003,C0798,P003,2024-05-19,2024-06-18,1,1,1,Found better OTT platform
S01004,C0799,P002,2023-02-21,2023-06-21,4,0,1,Poor regional content
S01005,C0800,P002,2024-08-29,2024-09-28,1,0,0,
S01006,C0801,P002,2023-10-20,2024-03-18,5,0,0,
S01007,C0802,P001,2024-08-18,2024-09-17,1,0,1,Poor customer support
S01008,C0803,P003,2024-01-25,2024-07-23,6,0,0,
S01009,C0804,P001,2023-07-10,2024-08-03,13,0,0,
S01010,C0804,P002,2024-08-18,2024-10-17,2,1,1,Poor customer support
S01011,C0805,P002,2023-02-20,2023-05-21,3,0,0,
S01012,C0806,P002,2023-12-03,2024-01-02,1,0,0,
S01013,C0807,P001,2023-01-29,2024-01-24,12,0,1,Poor customer support
S01014,C0807,P002,2024-02-04,2024-05-04,3,1,1,Poor customer support
S01015,C0808,P002,2024-01-20,2024-06-18,5,0,0,
S01016,C0809,P003,2023-12-16,2024-10-11,10,0,0,
S01017,C0810,P002,2023-03-03,2023-05-02,2,0,1,Poor regional content
S01018,C0811,P004,2024-09-08,2024-12-07,3,0,0,
S01019,C0812,P001,2023-04-06,2023-10-03,6,0,1,Found better OTT platform
S01020,C0813,P001,2024-11-01,2024-12-31,2,0,0,
S01021,C0814,P003,2023-08-02,2024-06-27,11,0,0,
S01022,C0815,P003,2023-09-25,2024-12-18,15,0,1,Technical issues with app
S01023,C0816,P001,2023-05-03,2024-11-23,19,0,0,
S01024,C0816,P001,2024-12-03,2025-01-02,1,1,0,
S01025,C0817,P003,2024-10-20,2024-12-19,2,0,1,High subscription price
S01026,C0818,P003,2023-09-10,2024-10-04,13,0,0,
S01027,C0818,P002,2024-10-15,2024-11-14,1,1,1,Poor customer support
S01028,C0819,P001,2024-05-05,2024-06-04,1,0,0,
S01029,C0820,P003,2024-02-19,2024-08-17,6,0,1,Poor customer support
S01030,C0820,P003,2024-09-14,2024-11-13,2,1,0,
S01031,C0821,P001,2024-10-30,2024-11-29,1,0,1,Found better OTT platform
S01032,C0822,P002,2024-07-01,2024-09-29,3,0,1,Frequent buffering issues
S01033,C0823,P004,2023-06-25,2023-08-24,2,0,0,
S01034,C0824,P004,2024-10-14,2024-11-13,1,0,0,
S01035,C0825,P003,2023-07-09,2024-02-04,7,0,0,
S01036,C0826,P003,2023-06-13,2024-07-07,13,0,0,
S01037,C0827,P004,2024-01-16,2024-08-13,7,0,0,
S01038,C0827,P002,2024-09-03,2024-12-02,3,1,0,
S01039,C0828,P003,2024-06-03,2024-10-01,4,0,0,
S01040,C0829,P001,2024-03-29,2024-08-26,5,0,1,Frequent buffering issues
S01041,C0830,P002,2023-12-16,2024-12-10,12,0,0,
S01042,C0831,P004,2023-05-13,2023-10-10,5,0,0,
S01043,C0832,P002,2023-03-22,2024-11-11,20,0,1,Frequent buffering issues
S01044,C0832,P001,2024-11-30,2024-12-30,1,1,0,
S01045,C0833,P003,2024-01-29,2024-10-25,9,0,0,
S01046,C0834,P002,2023-01-18,2023-09-15,8,0,1,High subscription price
S01047,C0835,P003,2023-06-22,2024-04-17,10,0,0,
S01048,C0836,P002,2024-10-11,2024-11-10,1,0,0,
S01049,C0837,P002,2024-01-03,2024-03-03,2,0,1,Switched to free platform
S01050,C0838,P001,2023-04-08,2024-01-03,9,0,1,
S01051,C0839,P004,2023-05-01,2024-06-24,14,0,0,
S01052,C0840,P002,2023-09-06,2024-08-31,12,0,0,
S01053,C0841,P003,2023-09-08,2023-12-07,3,0,0,
S01054,C0842,P001,2024-08-16,2024-10-15,2,0,0,
S01055,C0843,P002,2024-01-16,2024-02-15,1,0,0,
S01056,C0843,P002,2024-03-11,2024-04-10,1,1,0,
S01057,C0844,P003,2024-04-18,2024-07-17,3,0,0,
S01058,C0844,P004,2024-08-10,2024-10-09,2,1,0,
S01059,C0845,P003,2023-08-23,2024-06-18,10,0,0,
S01060,C0846,P001,2023-09-04,2024-05-01,8,0,1,
S01061,C0847,P002,2023-11-08,2024-12-02,13,0,1,No new content added
S01062,C0847,P001,2024-12-07,2025-01-06,1,1,0,
S01063,C0848,P002,2023-01-17,2023-02-16,1,0,0,
S01064,C0849,P002,2023-11-20,2024-06-17,7,0,0,
S01065,C0849,P003,2024-07-08,2024-11-05,4,1,1,Poor customer support
S01066,C0850,P001,2023-01-18,2024-08-10,19,0,0,
S01067,C0851,P002,2023-02-22,2023-03-24,1,0,1,High subscription price
S01068,C0852,P001,2023-07-21,2024-05-16,10,0,0,
S01069,C0853,P002,2023-02-06,2023-10-04,8,0,0,
S01070,C0853,P002,2023-10-12,2024-07-08,9,1,1,Switched to free platform
S01071,C0854,P002,2023-01-25,2024-11-15,22,0,0,
S01072,C0855,P004,2023-11-14,2024-10-09,11,0,0,
S01073,C0856,P004,2024-03-16,2024-08-13,5,0,0,
S01074,C0856,P001,2024-09-10,2024-10-10,1,1,0,
S01075,C0857,P002,2024-11-06,2024-12-06,1,0,0,
S01076,C0857,P001,2024-12-18,2025-01-17,1,1,1,Switched to free platform
S01077,C0858,P002,2023-07-06,2024-12-27,18,0,1,Technical issues with app
S01078,C0859,P002,2023-03-28,2024-12-17,21,0,0,
S01079,C0860,P003,2023-10-04,2024-05-01,7,0,0,
S01080,C0861,P002,2023-11-23,2024-05-21,6,0,1,High subscription price
S01081,C0862,P003,2023-10-24,2024-05-21,7,0,1,Found better OTT platform
S01082,C0863,P001,2024-03-02,2024-08-29,6,0,1,Poor customer support
S01083,C0863,P002,2024-09-06,2024-12-05,3,1,1,Found better OTT platform
S01084,C0864,P001,2024-01-05,2024-06-03,5,0,1,Poor regional content
S01085,C0864,P002,2024-06-15,2024-11-12,5,1,1,Poor regional content
S01086,C0865,P002,2023-08-09,2023-12-07,4,0,0,
S01087,C0866,P003,2024-07-07,2024-10-05,3,0,0,
S01088,C0867,P002,2024-06-25,2024-09-23,3,0,1,High subscription price
S01089,C0868,P001,2023-01-19,2024-02-13,13,0,0,
S01090,C0869,P002,2023-08-26,2024-01-23,5,0,1,No new content added
S01091,C0870,P003,2023-01-09,2023-07-08,6,0,1,Frequent buffering issues
S01092,C0871,P004,2024-02-18,2024-07-17,5,0,0,
S01093,C0872,P002,2024-02-14,2024-04-14,2,0,0,
S01094,C0873,P002,2023-09-02,2024-06-28,10,0,0,
S01095,C0874,P002,2024-02-08,2024-04-08,2,0,0,
S01096,C0875,P002,2023-02-25,2024-05-20,15,0,0,
S01097,C0876,P003,2024-09-13,2024-12-12,3,0,0,
S01098,C0877,P003,2024-09-13,2024-10-13,1,0,0,
S01099,C0878,P001,2023-07-10,2024-01-06,6,0,0,
S01100,C0879,P004,2023-12-23,2024-04-21,4,0,0,
S01101,C0880,P003,2023-09-02,2024-12-25,16,0,0,
S01102,C0881,P003,2023-08-26,2024-11-18,15,0,0,
S01103,C0881,P001,2024-12-17,2025-01-16,1,1,1,Poor regional content
S01104,C0882,P002,2024-05-06,2024-09-03,4,0,1,
S01105,C0883,P002,2024-05-12,2024-08-10,3,0,1,Poor customer support
S01106,C0883,P002,2024-08-24,2024-09-23,1,1,1,Poor customer support
S01107,C0884,P001,2023-09-30,2023-12-29,3,0,0,
S01108,C0885,P003,2024-02-10,2024-11-06,9,0,0,
S01109,C0886,P003,2024-08-27,2024-09-26,1,0,1,No new content added
S01110,C0887,P002,2024-02-10,2024-03-11,1,0,1,Poor regional content
S01111,C0888,P002,2024-09-29,2024-12-28,3,0,1,Switched to free platform
S01112,C0889,P001,2023-01-15,2023-07-14,6,0,0,
S01113,C0890,P002,2023-03-09,2024-07-31,17,0,1,Technical issues with app
S01114,C0891,P004,2024-01-02,2024-11-27,11,0,0,
S01115,C0892,P001,2024-01-08,2024-09-04,8,0,0,
S01116,C0893,P002,2023-11-07,2024-04-05,5,0,0,
S01117,C0894,P001,2024-08-02,2024-10-31,3,0,0,
S01118,C0895,P001,2024-02-26,2024-03-27,1,0,1,Poor customer support
S01119,C0896,P003,2024-05-22,2024-12-18,7,0,1,
S01120,C0897,P003,2024-10-29,2024-12-28,2,0,0,
S01121,C0898,P001,2024-01-03,2024-07-01,6,0,1,
S01122,C0899,P001,2023-10-16,2023-12-15,2,0,1,Frequent buffering issues
S01123,C0900,P002,2024-08-13,2024-10-12,2,0,1,
S01124,C0901,P001,2024-02-03,2024-10-30,9,0,0,
S01125,C0902,P003,2024-03-05,2024-10-31,8,0,0,
S01126,C0902,P004,2024-11-08,2024-12-08,1,1,0,
S01127,C0903,P004,2024-04-19,2024-11-15,7,0,0,
S01128,C0904,P003,2024-02-27,2024-11-23,9,0,0,
S01129,C0905,P004,2023-12-27,2024-03-26,3,0,0,
S01130,C0906,P002,2024-11-02,2024-12-02,1,0,1,High subscription price
S01131,C0907,P002,2024-03-18,2024-07-16,4,0,0,
S01132,C0907,P002,2024-08-03,2024-11-01,3,1,1,
S01133,C0908,P003,2024-03-28,2024-04-27,1,0,1,Poor customer support
S01134,C0908,P002,2024-05-05,2024-07-04,2,1,1,Poor regional content
S01135,C0909,P002,2023-10-17,2024-01-15,3,0,1,
S01136,C0910,P001,2023-06-05,2024-05-30,12,0,0,
S01137,C0910,P001,2024-06-18,2024-07-18,1,1,1,Poor customer support
S01138,C0911,P002,2023-04-06,2024-06-29,15,0,1,Poor customer support
S01139,C0912,P002,2023-12-18,2024-01-17,1,0,1,Found better OTT platform
S01140,C0912,P002,2024-02-13,2024-07-12,5,1,0,
S01141,C0913,P002,2024-09-13,2024-12-12,3,0,1,Switched to free platform
S01142,C0913,P003,2024-12-29,2025-01-28,1,1,0,
S01143,C0914,P002,2024-09-19,2024-10-19,1,0,1,Frequent buffering issues
S01144,C0915,P002,2023-06-06,2024-10-28,17,0,1,Frequent buffering issues
S01145,C0916,P002,2024-07-27,2024-08-26,1,0,0,
S01146,C0917,P004,2023-02-05,2024-08-28,19,0,0,
S01147,C0918,P002,2024-11-02,2024-12-02,1,0,1,No new content added
S01148,C0919,P002,2023-04-23,2023-11-19,7,0,0,
S01149,C0919,P003,2023-12-07,2024-08-03,8,1,0,
S01150,C0920,P001,2024-02-15,2024-12-11,10,0,1,Poor customer support
S01151,C0920,P003,2024-12-17,2025-01-16,1,1,0,
S01152,C0921,P003,2023-06-19,2024-04-14,10,0,0,
S01153,C0922,P001,2023-06-13,2023-11-10,5,0,1,Found better OTT platform
S01154,C0923,P001,2024-04-29,2024-09-26,5,0,1,Found better OTT platform
S01155,C0924,P003,2023-04-14,2023-06-13,2,0,1,Technical issues with app
S01156,C0925,P001,2023-05-28,2024-08-20,15,0,0,
S01157,C0926,P001,2023-04-13,2024-02-07,10,0,1,Switched to free platform
S01158,C0927,P002,2023-08-08,2024-01-05,5,0,1,Found better OTT platform
S01159,C0928,P003,2023-02-08,2023-11-05,9,0,1,Technical issues with app
S01160,C0928,P001,2023-11-29,2024-08-25,9,1,0,
S01161,C0929,P002,2023-01-12,2024-03-07,14,0,0,
S01162,C0930,P002,2024-02-03,2024-03-04,1,0,0,
S01163,C0931,P002,2023-03-25,2023-12-20,9,0,1,High subscription price
S01164,C0932,P002,2023-11-10,2024-04-08,5,0,0,
S01165,C0933,P002,2023-12-07,2024-05-05,5,0,0,
S01166,C0933,P003,2024-05-12,2024-06-11,1,1,1,Poor regional content
S01167,C0934,P001,2023-12-12,2024-05-10,5,0,0,
S01168,C0935,P002,2024-05-03,2024-08-01,3,0,0,
S01169,C0936,P004,2023-07-18,2024-10-10,15,0,0,
S01170,C0937,P004,2024-04-12,2024-10-09,6,0,0,
S01171,C0937,P002,2024-11-03,2024-12-03,1,1,1,Frequent buffering issues
S01172,C0938,P002,2024-06-07,2024-11-04,5,0,0,
S01173,C0938,P001,2024-12-04,2025-01-03,1,1,0,
S01174,C0939,P002,2024-03-12,2024-10-08,7,0,1,Technical issues with app
S01175,C0940,P001,2023-02-08,2024-08-01,18,0,1,Found better OTT platform
S01176,C0941,P001,2024-03-21,2024-11-16,8,0,0,
S01177,C0941,P001,2024-12-03,2025-01-02,1,1,0,
S01178,C0942,P002,2023-08-08,2023-09-07,1,0,1,Switched to free platform
S01179,C0943,P002,2023-01-22,2023-08-20,7,0,0,
S01180,C0944,P002,2023-06-17,2023-11-14,5,0,0,
S01181,C0945,P001,2023-08-26,2024-10-19,14,0,1,Found better OTT platform
S01182,C0946,P003,2024-07-23,2024-10-21,3,0,0,
S01183,C0947,P003,2024-08-09,2024-12-07,4,0,1,
S01184,C0948,P002,2023-01-14,2023-05-14,4,0,0,
S01185,C0949,P004,2024-09-30,2024-11-29,2,0,1,Poor customer support
S01186,C0950,P004,2023-12-11,2024-02-09,2,0,0,
S01187,C0951,P002,2024-10-06,2024-11-05,1,0,0,
S01188,C0952,P003,2023-01-28,2024-03-23,14,0,1,Poor customer support
S01189,C0953,P001,2023-08-04,2024-03-01,7,0,1,High subscription price
S01190,C0954,P002,2024-10-15,2024-11-14,1,0,1,Frequent buffering issues
S01191,C0955,P004,2023-03-05,2024-07-27,17,0,1,Switched to free platform
S01192,C0956,P003,2024-06-13,2024-08-12,2,0,1,Poor customer support
S01193,C0956,P003,2024-08-24,2024-12-22,4,1,0,
S01194,C0957,P002,2024-04-05,2024-11-01,7,0,0,
S01195,C0958,P002,2023-12-18,2024-11-12,11,0,0,
S01196,C0959,P001,2023-03-29,2023-06-27,3,0,0,
S01197,C0960,P002,2024-03-06,2024-12-01,9,0,1,Frequent buffering issues
S01198,C0961,P004,2024-02-26,2024-04-26,2,0,0,
S01199,C0961,P001,2024-05-24,2024-10-21,5,1,0,
S01200,C0962,P002,2023-02-06,2024-05-01,15,0,1,No new content added
S01201,C0963,P001,2023-07-08,2024-07-02,12,0,0,
S01202,C0964,P001,2024-01-07,2024-05-06,4,0,0,
S01203,C0965,P002,2023-11-24,2024-10-19,11,0,0,
S01204,C0966,P003,2024-05-03,2024-09-30,5,0,0,
S01205,C0967,P002,2024-03-02,2024-10-28,8,0,1,Found better OTT platform
S01206,C0968,P001,2023-04-28,2023-06-27,2,0,1,Poor regional content
S01207,C0969,P001,2024-05-12,2024-07-11,2,0,1,No new content added
S01208,C0969,P002,2024-07-18,2024-08-17,1,1,0,
S01209,C0970,P001,2024-06-05,2024-09-03,3,0,1,High subscription price
S01210,C0971,P003,2023-09-27,2023-11-26,2,0,1,High subscription price
S01211,C0972,P002,2023-03-24,2023-07-22,4,0,1,Frequent buffering issues
S01212,C0973,P004,2024-09-07,2024-10-07,1,0,0,
S01213,C0973,P001,2024-10-24,2024-11-23,1,1,1,Switched to free platform
S01214,C0974,P001,2024-03-27,2024-12-22,9,0,0,
S01215,C0975,P003,2024-10-20,2024-12-19,2,0,0,
S01216,C0976,P003,2023-06-09,2024-01-05,7,0,0,
S01217,C0977,P001,2023-01-20,2023-09-17,8,0,1,
S01218,C0978,P003,2024-09-07,2024-11-06,2,0,0,
S01219,C0978,P001,2024-11-19,2024-12-19,1,1,0,
S01220,C0979,P004,2024-01-28,2024-07-26,6,0,1,
S01221,C0980,P003,2024-04-14,2024-10-11,6,0,0,
S01222,C0980,P002,2024-10-28,2024-12-27,2,1,0,
S01223,C0981,P002,2023-09-24,2023-11-23,2,0,0,
S01224,C0981,P001,2023-11-29,2024-11-23,12,1,1,Frequent buffering issues
S01225,C0982,P002,2023-07-30,2024-08-23,13,0,0,
S01226,C0982,P003,2024-09-01,2024-12-30,4,1,0,
S01227,C0983,P004,2024-02-01,2024-06-30,5,0,0,
S01228,C0984,P001,2024-05-05,2024-10-02,5,0,0,
S01229,C0985,P002,2024-09-12,2024-10-12,1,0,0,
S01230,C0986,P002,2024-06-19,2024-09-17,3,0,1,Switched to free platform
S01231,C0987,P002,2024-08-07,2024-11-05,3,0,1,Found better OTT platform
S01232,C0988,P001,2024-09-26,2024-12-25,3,0,0,
S01233,C0989,P002,2024-05-18,2024-06-17,1,0,1,Switched to free platform
S01234,C0990,P002,2024-09-08,2024-12-07,3,0,0,
S01235,C0991,P004,2024-03-09,2024-10-05,7,0,0,
S01236,C0991,P002,2024-10-14,2024-11-13,1,1,0,
S01237,C0992,P004,2023-07-25,2024-07-19,12,0,1,Switched to free platform
S01238,C0993,P003,2024-11-03,2024-12-03,1,0,1,Poor customer support
S01239,C0993,P004,2024-12-13,2025-01-12,1,1,1,High subscription price
S01240,C0994,P002,2023-06-23,2024-01-19,7,0,1,Poor regional content
S01241,C0995,P002,2023-10-21,2024-05-18,7,0,1,Frequent buffering issues
S01242,C0996,P001,2024-09-02,2024-12-31,4,0,0,
S01243,C0997,P002,2023-09-13,2024-09-07,12,0,0,
S01244,C0997,P001,2024-09-29,2024-12-28,3,1,1,Poor regional content
S01245,C0998,P002,2023-05-21,2024-03-16,10,0,1,Found better OTT platform
S01246,C0999,P001,2024-01-20,2024-12-15,11,0,0,
S01247,C1000,P002,2024-03-20,2024-11-15,8,0,0,
S01248,C1001,P001,2023-10-04,2024-01-02,3,0,1,Technical issues with app
S01249,C1002,P002,2023-10-30,2024-03-28,5,0,0,
S01250,C1003,P003,2024-07-01,2024-08-30,2,0,0,
S01251,C1004,P003,2023-05-24,2024-06-17,13,0,0,
S01252,C1004,P003,2024-06-23,2024-10-21,4,1,1,Frequent buffering issues
S01253,C1005,P003,2023-04-08,2024-07-31,16,0,0,
S01254,C1006,P002,2024-01-14,2024-06-12,5,0,0,
S01255,C1006,P002,2024-06-17,2024-08-16,2,1,0,
S01256,C1007,P004,2024-09-14,2024-12-13,3,0,1,High subscription price
S01257,C1008,P002,2024-05-21,2024-12-17,7,0,0,
S01258,C1009,P001,2023-06-26,2023-12-23,6,0,0,
S01259,C1009,P001,2024-01-06,2024-12-31,12,1,0,
S01260,C1010,P002,2024-05-27,2024-06-26,1,0,1,Switched to free platform
S01261,C1011,P002,2023-05-10,2024-11-30,19,0,0,
S01262,C1012,P001,2024-02-16,2024-12-12,10,0,1,Poor customer support
S01263,C1013,P001,2024-05-05,2024-12-01,7,0,1,Frequent buffering issues
S01264,C1014,P002,2023-01-20,2023-12-16,11,0,0,
S01265,C1015,P002,2024-08-12,2024-10-11,2,0,1,High subscription price
S01266,C1016,P001,2023-01-20,2023-05-20,4,0,0,
S01267,C1016,P001,2023-06-01,2024-05-26,12,1,0,
S01268,C1017,P002,2024-10-02,2024-12-01,2,0,0,
S01269,C1018,P003,2024-06-03,2024-11-30,6,0,0,
S01270,C1019,P002,2023-09-20,2024-05-17,8,0,1,Poor regional content
S01271,C1020,P002,2023-06-13,2024-05-08,11,0,0,
S01272,C1020,P003,2024-05-25,2024-09-22,4,1,1,Switched to free platform
S01273,C1021,P002,2024-04-07,2024-05-07,1,0,0,
S01274,C1022,P001,2024-07-03,2024-09-01,2,0,0,
S01275,C1023,P001,2023-08-04,2024-11-26,16,0,1,Poor customer support
S01276,C1023,P004,2024-12-02,2025-01-01,1,1,1,
S01277,C1024,P003,2023-02-16,2024-04-11,14,0,1,
S01278,C1025,P003,2024-08-01,2024-12-29,5,0,0,
S01279,C1026,P002,2024-10-09,2024-11-08,1,0,1,Switched to free platform
S01280,C1027,P001,2023-08-24,2023-09-23,1,0,0,
S01281,C1027,P002,2023-10-06,2024-08-01,10,1,0,
S01282,C1028,P001,2023-11-28,2024-07-25,8,0,1,High subscription price
S01283,C1029,P003,2023-08-06,2023-11-04,3,0,1,Frequent buffering issues
S01284,C1029,P002,2023-11-21,2024-06-18,7,1,0,
S01285,C1030,P004,2023-11-18,2024-11-12,12,0,1,Technical issues with app
S01286,C1031,P002,2024-03-24,2024-04-23,1,0,0,
S01287,C1031,P004,2024-05-08,2024-12-04,7,1,0,
S01288,C1032,P002,2024-07-07,2024-12-04,5,0,1,
S01289,C1033,P001,2024-07-27,2024-08-26,1,0,0,
S01290,C1034,P001,2024-06-20,2024-11-17,5,0,1,Switched to free platform
S01291,C1035,P001,2023-09-03,2023-11-02,2,0,0,
S01292,C1036,P003,2024-05-19,2024-12-15,7,0,0,
S01293,C1037,P002,2023-02-21,2023-04-22,2,0,0,
S01294,C1038,P002,2024-09-15,2024-11-14,2,0,0,
S01295,C1038,P002,2024-12-09,2025-01-08,1,1,1,Found better OTT platform
S01296,C1039,P003,2023-08-31,2023-09-30,1,0,0,
S01297,C1040,P004,2023-06-10,2024-05-05,11,0,0,
S01298,C1040,P002,2024-05-14,2024-06-13,1,1,0,
S01299,C1041,P003,2024-07-07,2024-11-04,4,0,1,Switched to free platform
S01300,C1041,P002,2024-12-04,2025-01-03,1,1,1,Technical issues with app
S01301,C1042,P003,2023-05-03,2024-09-24,17,0,0,
S01302,C1043,P004,2024-04-15,2024-09-12,5,0,0,
S01303,C1044,P002,2024-02-01,2024-05-31,4,0,0,
S01304,C1045,P002,2024-04-03,2024-12-29,9,0,0,
S01305,C1046,P002,2023-03-12,2023-06-10,3,0,0,
S01306,C1046,P003,2023-06-23,2024-06-17,12,1,0,
S01307,C1047,P001,2023-06-21,2024-09-13,15,0,1,High subscription price
S01308,C1047,P002,2024-09-21,2024-10-21,1,1,0,
S01309,C1048,P001,2023-07-05,2024-01-01,6,0,0,
S01310,C1049,P001,2024-06-25,2024-11-22,5,0,0,
S01311,C1050,P001,2024-07-09,2024-11-06,4,0,1,Poor customer support
S01312,C1051,P002,2024-06-23,2024-08-22,2,0,1,Poor customer support
S01313,C1052,P002,2024-06-07,2024-07-07,1,0,0,
S01314,C1053,P002,2023-01-29,2023-12-25,11,0,0,
S01315,C1054,P002,2023-05-14,2023-06-13,1,0,0,
S01316,C1054,P002,2023-07-06,2023-12-03,5,1,0,
S01317,C1055,P002,2024-06-14,2024-09-12,3,0,0,
S01318,C1056,P003,2023-10-08,2024-05-05,7,0,1,
S01319,C1056,P002,2024-05-17,2024-11-13,6,1,0,
S01320,C1057,P001,2023-12-14,2024-09-09,9,0,0,
S01321,C1058,P002,2024-02-29,2024-06-28,4,0,1,Poor regional content
S01322,C1059,P001,2024-02-08,2024-11-04,9,0,0,
S01323,C1060,P001,2024-08-19,2024-12-17,4,0,1,Poor customer support
S01324,C1061,P002,2023-02-07,2023-08-06,6,0,1,No new content added
S01325,C1062,P001,2024-02-19,2024-11-15,9,0,0,
S01326,C1063,P004,2023-01-19,2023-11-15,10,0,0,
S01327,C1064,P002,2023-04-25,2024-10-16,18,0,1,Switched to free platform
S01328,C1065,P002,2023-10-08,2024-07-04,9,0,0,
S01329,C1066,P003,2023-02-19,2023-06-19,4,0,0,
S01330,C1066,P003,2023-07-12,2024-03-08,8,1,1,Technical issues with app
S01331,C1067,P002,2023-11-10,2024-07-07,8,0,1,Found better OTT platform
S01332,C1068,P002,2023-04-07,2024-08-29,17,0,1,Poor regional content
S01333,C1069,P003,2023-05-24,2024-09-15,16,0,0,
S01334,C1069,P002,2024-10-13,2024-12-12,2,1,0,
S01335,C1070,P003,2023-05-06,2024-03-01,10,0,0,
S01336,C1071,P002,2023-12-16,2024-02-14,2,0,0,
S01337,C1072,P003,2024-08-07,2024-09-06,1,0,0,
S01338,C1073,P004,2024-10-31,2024-11-30,1,0,1,Switched to free platform
S01339,C1073,P004,2024-12-15,2025-01-14,1,1,0,
S01340,C1074,P001,2023-01-08,2023-11-04,10,0,0,
S01341,C1075,P004,2023-08-31,2024-04-27,8,0,0,
S01342,C1076,P001,2023-05-09,2023-10-06,5,0,0,
S01343,C1076,P003,2023-10-20,2024-10-14,12,1,0,
S01344,C1077,P003,2024-07-09,2024-08-08,1,0,1,Poor regional content
S01345,C1078,P003,2024-07-24,2024-11-21,4,0,1,Poor regional content
S01346,C1078,P002,2024-12-02,2025-01-01,1,1,0,
S01347,C1079,P001,2024-02-27,2024-11-23,9,0,1,
S01348,C1080,P004,2023-06-14,2024-03-10,9,0,0,
S01349,C1081,P002,2024-07-31,2024-08-30,1,0,1,Frequent buffering issues
S01350,C1082,P001,2023-10-18,2024-10-12,12,0,0,
S01351,C1083,P001,2024-08-28,2024-11-26,3,0,0,
S01352,C1083,P002,2024-12-22,2025-01-21,1,1,0,
S01353,C1084,P003,2023-05-30,2024-02-24,9,0,0,
S01354,C1085,P001,2024-07-12,2024-08-11,1,0,0,
S01355,C1085,P001,2024-08-26,2024-11-24,3,1,1,High subscription price
S01356,C1086,P001,2024-01-12,2024-06-10,5,0,1,Switched to free platform
S01357,C1087,P002,2024-03-16,2024-10-12,7,0,0,
S01358,C1088,P003,2023-09-07,2024-03-05,6,0,0,
S01359,C1089,P003,2024-04-12,2024-06-11,2,0,0,
S01360,C1090,P004,2023-03-05,2024-07-27,17,0,0,
S01361,C1091,P002,2024-01-26,2024-12-21,11,0,1,Frequent buffering issues
S01362,C1092,P002,2023-03-19,2024-08-10,17,0,0,
S01363,C1093,P002,2023-04-21,2024-03-16,11,0,1,Frequent buffering issues
S01364,C1094,P003,2024-01-20,2024-02-19,1,0,0,
S01365,C1095,P002,2023-05-19,2024-08-11,15,0,0,
S01366,C1095,P001,2024-08-28,2024-10-27,2,1,0,
S01367,C1096,P001,2023-03-23,2024-12-12,21,0,1,Frequent buffering issues
S01368,C1097,P001,2023-01-28,2024-07-21,18,0,0,
S01369,C1098,P002,2023-08-14,2024-10-07,14,0,0,
S01370,C1099,P001,2024-01-28,2024-03-28,2,0,0,
S01371,C1100,P002,2023-06-01,2024-08-24,15,0,1,No new content added
S01372,C1101,P002,2023-10-27,2024-10-21,12,0,1,
S01373,C1102,P002,2023-02-14,2023-10-12,8,0,1,Frequent buffering issues
S01374,C1103,P004,2024-07-26,2024-10-24,3,0,0,
S01375,C1104,P003,2023-03-13,2023-12-08,9,0,0,
