payment_id,customer_id,subscription_id,transaction_id,payment_date,amount_inr,payment_status,payment_method,failed_attempts
PAY004989,C0666,S00830,TXN0004989,2023-12-13,499,Success,Credit Card,0
PAY004990,C0666,S00830,TXN0004990,2024-01-12,549,Failed,Jio Money,1
PAY004991,C0666,S00830,TXN0004991,2024-02-11,399,Success,Debit Card,0
PAY004992,C0666,S00830,TXN0004992,2024-03-12,499,Failed,UPI,1
PAY004993,C0667,S00831,TXN0004993,2023-05-04,149,Success,Jio Money,0
PAY004994,C0667,S00831,TXN0004994,2023-06-03,149,Success,UPI,0
PAY004995,C0667,S00831,TXN0004995,2023-07-03,149,Failed,UPI,3
PAY004996,C0667,S00831,TXN0004996,2023-08-02,149,Success,Jio Money,0
PAY004997,C0667,S00831,TXN0004997,2023-09-01,149,Success,UPI,0
PAY004998,C0667,S00831,TXN0004998,2023-10-01,149,Success,UPI,0
PAY004999,C0667,S00831,TXN0004999,2023-10-31,149,Success,Debit Card,0
PAY005000,C0667,S00831,TXN0005000,2023-11-30,149,Success,Jio Money,0
PAY005001,C0667,S00831,TXN0005001,30/12/2023,149,Success,Credit Card,0
PAY005002,C0667,S00831,TXN0005002,2024-01-29,149,Failed,Debit Card,2
PAY005003,C0667,S00831,TXN0005003,2024-02-28,149,Success,Net Banking,0
PAY005004,C0667,S00831,TXN0005004,2024-03-29,149,Success,Net Banking,0
PAY005005,C0667,S00831,TXN0005005,2024-04-28,149,Success,UPI,0
PAY005006,C0667,S00831,TXN0005006,2024-05-28,149,Pending,Debit Card,0
PAY005007,C0667,S00831,TXN0005007,2024-06-27,149,Success,Debit Card,0
PAY005008,C0667,S00831,TXN0005008,2024-07-27,298,Success,UPI,0
PAY005009,C0667,S00831,TXN0005009,2024-08-26,149,Success,UPI,0
PAY005010,C0667,S00831,TXN0005010,2024-09-25,149,Success,UPI,0
PAY005011,C0667,S00831,TXN0005011,2024-10-25,149,Success,UPI,0
PAY005012,C0667,S00831,TXN0005012,24/11/2024,149,Pending,Debit Card,1
PAY005013,C0668,S00832,TXN0005013,2023-03-24,149,Success,Debit Card,0
PAY005014,C0668,S00832,TXN0005014,2023-04-23,149,Success,UPI,0
PAY005015,C0668,S00832,TXN0005015,2023-05-23,149,Success,UPI,0
PAY005016,C0668,S00832,TXN0005016,2023-06-22,149,Success,Debit Card,0
PAY005017,C0668,S00832,TXN0005017,2023-07-22,149,Success,Paytm,0
PAY005018,C0668,S00833,TXN0005018,2023-08-29,948,Success,UPI,0
PAY005019,C0668,S00833,TXN0005019,2023-09-28,799,Pending,Debit Card,0
PAY005020,C0668,S00833,TXN0005020,2023-10-28,799,Success,Debit Card,0
PAY005021,C0668,S00833,TXN0005021,2023-11-27,799,Success,UPI,0
PAY005022,C0669,S00834,TXN0005022,2023-02-27,299,Success,Debit Card,0
PAY005023,C0669,S00834,TXN0005023,2023-03-29,299,Success,Credit Card,0
PAY005024,C0669,S00834,TXN0005024,28/04/2023,299,Success,Credit Card,0
PAY005025,C0669,S00834,TXN0005025,2023-05-28,299,Failed,Debit Card,2
PAY005026,C0669,S00834,TXN0005026,27/06/2023,299,Failed,Debit Card,2
PAY005027,C0669,S00834,TXN0005027,2023-07-27,299,Success,Net Banking,0
PAY005028,C0669,S00834,TXN0005028,2023-08-26,448,Success,UPI,0
PAY005029,C0669,S00834,TXN0005029,2023-09-25,199,Success,Paytm,0
PAY005030,C0669,S00834,TXN0005030,2023-10-25,299,Failed,Jio Money,1
PAY005031,C0669,S00834,TXN0005031,2023-11-24,299,Failed,UPI,3
PAY005032,C0669,S00834,TXN0005032,2023-12-24,299,Success,UPI,0
PAY005033,C0669,S00834,TXN0005033,2024-01-23,299,Success,UPI,0
PAY005034,C0669,S00834,TXN0005034,2024-02-22,299,Success,UPI,0
PAY005035,C0669,S00834,TXN0005035,2024-03-23,299,Failed,Debit Card,1
PAY005036,C0669,S00834,TXN0005036,2024-04-22,299,Success,Credit Card,0
PAY005037,C0669,S00834,TXN0005037,2024-05-22,299,Success,Credit Card,0
PAY005038,C0669,S00834,TXN0005038,2024-06-21,199,Failed,Net Banking,2
PAY005039,C0669,S00834,TXN0005039,2024-07-21,299,Success,UPI,0
PAY005040,C0669,S00834,TXN0005040,2024-08-20,299,Success,Debit Card,0
PAY005041,C0669,S00834,TXN0005041,2024-09-19,299,Success,Jio Money,0
PAY005042,C0669,S00834,TXN0005042,19/10/2024,299,Success,UPI,0
PAY005043,C0669,S00834,TXN0005043,2024-11-18,299,Success,Credit Card,0
PAY005044,C0670,S00835,TXN0005044,2023-01-09,349,Success,Credit Card,0
PAY005045,C0670,S00835,TXN0005045,08/02/2023,299,Success,Debit Card,0
PAY005046,C0670,S00835,TXN0005046,2023-03-10,299,Success,Net Banking,0
PAY005047,C0670,S00835,TXN0005047,2023-04-09,299,Success,UPI,0
PAY005048,C0670,S00835,TXN0005048,09/05/2023,299,Success,Credit Card,0
PAY005049,C0670,S00835,TXN0005049,2023-06-08,299,Success,Net Banking,0
PAY005050,C0670,S00835,TXN0005050,2023-07-08,299,Success,Debit Card,0
PAY005051,C0670,S00835,TXN0005051,2023-08-07,299,Success,UPI,0
PAY005052,C0670,S00835,TXN0005052,2023-09-06,448,Success,Debit Card,0
PAY005053,C0670,S00835,TXN0005053,2023-10-06,299,Failed,UPI,1
PAY005054,C0670,S00835,TXN0005054,2023-11-05,299,Failed,Jio Money,3
PAY005055,C0670,S00835,TXN0005055,2023-12-05,299,Failed,Debit Card,2
PAY005056,C0671,S00836,TXN0005056,2024-06-19,299,Success,Paytm,0
PAY005057,C0671,S00836,TXN0005057,2024-07-19,299,Success,Debit Card,0
PAY005058,C0672,S00837,TXN0005058,2023-09-19,299,Success,Net Banking,0
PAY005059,C0672,S00837,TXN0005059,2023-10-19,299,Success,Credit Card,0
PAY005060,C0672,S00837,TXN0005060,2023-11-18,299,Success,Debit Card,0
PAY005061,C0672,S00837,TXN0005061,2023-12-18,299,Success,Credit Card,0
PAY005062,C0672,S00837,TXN0005062,2024-01-17,299,Success,UPI,0
PAY005063,C0672,S00837,TXN0005063,2024-02-16,299,Success,UPI,0
PAY005064,C0672,S00837,TXN0005064,2024-03-17,299,Success,Credit Card,0
PAY005065,C0672,S00838,TXN0005065,2024-04-24,299,Success,,0
PAY005066,C0672,S00838,TXN0005066,2024-05-24,299,Success,UPI,0
PAY005067,C0672,S00838,TXN0005067,2024-06-23,299,Success,UPI,0
PAY005068,C0672,S00838,TXN0005068,2024-07-23,299,Success,UPI,0
PAY005069,C0672,S00838,TXN0005069,2024-08-22,299,Pending,Paytm,0
PAY005070,C0672,S00838,TXN0005070,2024-09-21,299,Success,Credit Card,0
PAY005071,C0673,S00839,TXN0005071,2024-11-05,299,Success,Credit Card,0
PAY005072,C0673,S00840,TXN0005072,2024-12-25,299,Failed,Debit Card,2
PAY005073,C0674,S00841,TXN0005073,2023-09-11,799,Success,UPI,0
PAY005074,C0674,S00841,TXN0005074,2023-10-11,799,Success,UPI,0
PAY005075,C0674,S00841,TXN0005075,2023-11-10,799,Success,UPI,0
PAY005076,C0674,S00841,TXN0005076,2023-12-10,799,Success,Net Banking,0
PAY005077,C0674,S00841,TXN0005077,2024-01-09,799,Success,UPI,0
PAY005078,C0674,S00841,TXN0005078,2024-02-08,799,Failed,UPI,3
PAY005079,C0674,S00841,TXN0005079,2024-03-09,799,Success,Debit Card,0
PAY005080,C0674,S00841,TXN0005080,2024-04-08,799,Success,Debit Card,0
PAY005081,C0674,S00841,TXN0005081,2024-05-08,799,Success,Paytm,0
PAY005082,C0674,S00841,TXN0005082,2024-06-07,799,Success,Net Banking,0
PAY005083,C0674,S00841,TXN0005083,2024-07-07,799,Success,Net Banking,0
PAY005084,C0675,S00842,TXN0005084,2024-07-06,149,Success,UPI,0
PAY005085,C0675,S00842,TXN0005085,2024-08-05,149,Failed,Debit Card,1
PAY005086,C0675,S00842,TXN0005086,2024-09-04,149,Success,UPI,0
PAY005087,C0676,S00843,TXN0005087,2023-09-27,499,Success,Jio Money,0
PAY005088,C0676,S00843,TXN0005088,2023-10-27,599,Success,UPI,0
PAY005089,C0676,S00843,TXN0005089,2023-11-26,499,Success,Debit Card,0
PAY005090,C0676,S00843,TXN0005090,2023-12-26,499,Success,UPI,0
PAY005091,C0676,S00843,TXN0005091,2024-01-25,499,Success,Debit Card,0
PAY005092,C0676,S00843,TXN0005092,2024-02-24,499,Success,Debit Card,0
PAY005093,C0676,S00843,TXN0005093,2024-03-25,499,Success,Debit Card,0
PAY005094,C0676,S00843,TXN0005094,24/04/2024,499,Success,Jio Money,0
PAY005095,C0676,S00843,TXN0005095,2024-05-24,499,Success,Debit Card,0
PAY005096,C0676,S00844,TXN0005096,2024-07-09,149,Success,,0
PAY005097,C0676,S00844,TXN0005097,2024-08-08,149,Success,Credit Card,0
PAY005098,C0676,S00844,TXN0005098,2024-09-07,149,Success,Debit Card,0
PAY005099,C0676,S00844,TXN0005099,2024-10-07,149,Success,UPI,0
PAY005100,C0677,S00845,TXN0005100,2024-07-22,149,Success,UPI,0
PAY005101,C0677,S00845,TXN0005101,2024-08-21,149,Success,Debit Card,0
PAY005102,C0677,S00845,TXN0005102,2024-09-20,149,Success,UPI,0
PAY005103,C0678,S00846,TXN0005103,2024-01-07,799,Success,Jio Money,0
PAY005104,C0678,S00846,TXN0005104,2024-02-06,799,Failed,Net Banking,3
PAY005105,C0678,S00846,TXN0005105,2024-03-07,799,Success,UPI,0
PAY005106,C0678,S00846,TXN0005106,2024-04-06,799,Success,Paytm,0
PAY005107,C0678,S00846,TXN0005107,2024-05-06,799,Success,Debit Card,0
PAY005108,C0678,S00846,TXN0005108,2024-06-05,799,Success,Net Banking,0
PAY005109,C0678,S00846,TXN0005109,2024-07-05,799,Success,Debit Card,0
PAY005110,C0678,S00846,TXN0005110,2024-08-04,799,Success,Credit Card,0
PAY005111,C0678,S00847,TXN0005111,15/09/2024,799,Success,Credit Card,0
PAY005112,C0678,S00847,TXN0005112,2024-10-15,799,Success,UPI,0
PAY005113,C0679,S00848,TXN0005113,2023-08-09,499,Success,Net Banking,0
PAY005114,C0679,S00848,TXN0005114,2023-09-08,499,Success,UPI,0
PAY005115,C0679,S00848,TXN0005115,08/10/2023,499,Success,UPI,0
PAY005116,C0679,S00848,TXN0005116,2023-11-07,499,Success,Debit Card,0
PAY005117,C0679,S00848,TXN0005117,2023-12-07,499,Success,Credit Card,0
PAY005118,C0679,S00848,TXN0005118,2024-01-06,648,Success,Net Banking,0
PAY005119,C0679,S00848,TXN0005119,2024-02-05,499,Success,Debit Card,0
PAY005120,C0679,S00849,TXN0005120,2024-03-13,149,Success,UPI,0
PAY005121,C0679,S00849,TXN0005121,2024-04-12,149,Success,UPI,0
PAY005122,C0679,S00849,TXN0005122,2024-05-12,149,Failed,UPI,2
PAY005123,C0679,S00849,TXN0005123,2024-06-11,149,Failed,Credit Card,2
PAY005124,C0679,S00849,TXN0005124,2024-07-11,149,Success,Debit Card,0
PAY005125,C0679,S00849,TXN0005125,2024-08-10,149,Success,Debit Card,0
PAY005126,C0679,S00849,TXN0005126,2024-09-09,149,Success,UPI,0
PAY005127,C0680,S00850,TXN0005127,2023-02-23,299,Success,Debit Card,0
PAY005128,C0680,S00850,TXN0005128,2023-03-25,299,Success,Debit Card,0
PAY005129,C0680,S00850,TXN0005129,2023-04-24,299,Failed,UPI,3
PAY005130,C0680,S00850,TXN0005130,2023-05-24,299,Success,Debit Card,0
PAY005131,C0680,S00850,TXN0005131,2023-06-23,299,Success,Debit Card,0
PAY005132,C0680,S00850,TXN0005132,2023-07-23,299,Success,Debit Card,0
PAY005133,C0680,S00850,TXN0005133,2023-08-22,299,Success,Debit Card,0
PAY005134,C0680,S00850,TXN0005134,2023-09-21,299,Success,Debit Card,0
PAY005135,C0680,S00850,TXN0005135,2023-10-21,299,Success,UPI,0
PAY005136,C0680,S00850,TXN0005136,2023-11-20,299,Success,Debit Card,0
PAY005137,C0680,S00850,TXN0005137,2023-12-20,299,Success,Credit Card,0
PAY005138,C0680,S00850,TXN0005138,2024-01-19,299,Success,UPI,0
PAY005139,C0680,S00850,TXN0005139,2024-02-18,299,Success,Net Banking,0
PAY005140,C0681,S00851,TXN0005140,2024-08-17,299,Success,Credit Card,0
PAY005141,C0681,S00851,TXN0005141,2024-09-16,299,Success,Debit Card,0
PAY005142,C0681,S00851,TXN0005142,2024-10-16,299,Success,UPI,0
PAY005143,C0681,S00851,TXN0005143,2024-11-15,249,Success,Credit Card,0
PAY005144,C0682,S00852,TXN0005144,2024-05-08,149,Success,Credit Card,0
PAY005145,C0682,S00852,TXN0005145,2024-06-07,149,Success,Jio Money,0
PAY005146,C0682,S00852,TXN0005146,2024-07-07,249,Success,Credit Card,0
PAY005147,C0682,S00852,TXN0005147,2024-08-06,149,Success,Debit Card,0
PAY005148,C0682,S00852,TXN0005148,2024-09-05,149,Failed,Jio Money,1
PAY005149,C0682,S00852,TXN0005149,2024-10-05,149,Success,UPI,0
PAY005150,C0682,S00853,TXN0005150,2024-11-14,149,Pending,Debit Card,1
PAY005151,C0683,S00854,TXN0005151,2024-07-04,149,Success,Credit Card,0
PAY005152,C0683,S00855,TXN0005152,2024-08-20,149,Success,,0
PAY005153,C0683,S00855,TXN0005153,2024-09-19,149,Success,Credit Card,0
PAY005154,C0684,S00856,TXN0005154,2023-08-25,149,Success,UPI,0
PAY005155,C0684,S00856,TXN0005155,2023-09-24,149,Success,UPI,0
PAY005156,C0684,S00856,TXN0005156,2023-10-24,149,Success,Net Banking,0
PAY005157,C0684,S00856,TXN0005157,2023-11-23,149,Success,UPI,0
PAY005158,C0684,S00856,TXN0005158,2023-12-23,149,Failed,Credit Card,3
PAY005159,C0684,S00856,TXN0005159,2024-01-22,149,Success,Credit Card,0
PAY005160,C0684,S00856,TXN0005160,2024-02-21,149,Success,Credit Card,0
PAY005161,C0684,S00856,TXN0005161,2024-03-22,149,Success,Debit Card,0
PAY005162,C0684,S00856,TXN0005162,2024-04-21,149,Failed,UPI,1
PAY005163,C0685,S00857,TXN0005163,24/09/2023,299,Pending,UPI,1
PAY005164,C0685,S00857,TXN0005164,2023-10-24,299,Success,UPI,0
PAY005165,C0685,S00857,TXN0005165,2023-11-23,299,Failed,Net Banking,3
PAY005166,C0685,S00857,TXN0005166,2023-12-23,299,Success,Credit Card,0
PAY005167,C0685,S00857,TXN0005167,22/01/2024,299,Success,UPI,0
PAY005168,C0685,S00857,TXN0005168,2024-02-21,299,Success,UPI,0
PAY005169,C0685,S00857,TXN0005169,2024-03-22,299,Failed,Credit Card,1
PAY005170,C0685,S00857,TXN0005170,2024-04-21,299,Success,UPI,0
PAY005171,C0685,S00857,TXN0005171,2024-05-21,299,Success,Paytm,0
PAY005172,C0685,S00857,TXN0005172,2024-06-20,299,Success,Jio Money,0
PAY005173,C0685,S00857,TXN0005173,2024-07-20,299,Success,Jio Money,0
PAY005174,C0685,S00857,TXN0005174,2024-08-19,299,Success,UPI,0
PAY005175,C0685,S00857,TXN0005175,2024-09-18,299,Success,Credit Card,0
PAY005176,C0686,S00858,TXN0005176,2023-02-06,799,Success,UPI,0
PAY005177,C0686,S00858,TXN0005177,2023-03-08,799,Success,Credit Card,0
PAY005178,C0686,S00858,TXN0005178,2023-04-07,799,Success,UPI,0
PAY005179,C0686,S00858,TXN0005179,2023-05-07,799,Success,UPI,0
PAY005180,C0686,S00858,TXN0005180,2023-06-06,799,Success,UPI,0
PAY005181,C0686,S00858,TXN0005181,2023-07-06,799,Failed,UPI,1
PAY005182,C0686,S00858,TXN0005182,2023-08-05,799,Pending,Jio Money,1
PAY005183,C0686,S00858,TXN0005183,2023-09-04,799,Failed,Credit Card,3
PAY005184,C0686,S00858,TXN0005184,2023-10-04,799,Success,Debit Card,0
PAY005185,C0686,S00858,TXN0005185,2023-11-03,799,Success,Credit Card,0
PAY005186,C0686,S00858,TXN0005186,2023-12-03,799,Success,Credit Card,0
PAY005187,C0686,S00858,TXN0005187,2024-01-02,799,Success,Debit Card,0
PAY005188,C0686,S00858,TXN0005188,2024-02-01,799,Success,UPI,0
PAY005189,C0686,S00858,TXN0005189,2024-03-02,799,Success,Debit Card,0
PAY005190,C0686,S00858,TXN0005190,01/04/2024,799,Failed,Debit Card,1
PAY005191,C0686,S00858,TXN0005191,2024-05-01,799,Failed,Net Banking,1
PAY005192,C0686,S00859,TXN0005192,2024-06-25,149,Success,Paytm,0
PAY005193,C0686,S00859,TXN0005193,2024-07-25,149,Success,Credit Card,0
PAY005194,C0686,S00859,TXN0005194,2024-08-24,149,Success,Debit Card,0
PAY005195,C0686,S00859,TXN0005195,2024-09-23,149,Success,Credit Card,0
PAY005196,C0686,S00859,TXN0005196,2024-10-23,149,Pending,Debit Card,0
PAY005197,C0686,S00859,TXN0005197,2024-11-22,149,Failed,Net Banking,2
PAY005198,C0687,S00860,TXN0005198,2023-11-27,499,Success,Credit Card,0
PAY005199,C0687,S00860,TXN0005199,2023-12-27,499,Success,UPI,0
PAY005200,C0687,S00860,TXN0005200,2024-01-26,499,Success,Net Banking,0
PAY005201,C0687,S00860,TXN0005201,2024-02-25,499,Success,Net Banking,0
PAY005202,C0687,S00860,TXN0005202,2024-03-26,499,Success,Debit Card,0
PAY005203,C0687,S00860,TXN0005203,25/04/2024,399,Failed,UPI,3
PAY005204,C0687,S00860,TXN0005204,2024-05-25,499,Success,Jio Money,0
PAY005205,C0687,S00860,TXN0005205,2024-06-24,499,Success,Net Banking,0
PAY005206,C0687,S00860,TXN0005206,2024-07-24,499,Success,UPI,0
PAY005207,C0687,S00860,TXN0005207,2024-08-23,499,Success,Paytm,0
PAY005208,C0687,S00860,TXN0005208,2024-09-22,499,Success,Debit Card,0
PAY005209,C0687,S00860,TXN0005209,2024-10-22,499,Failed,Debit Card,2
PAY005210,C0687,S00860,TXN0005210,2024-11-21,499,Failed,Debit Card,3
PAY005211,C0688,S00861,TXN0005211,2023-02-21,499,Success,UPI,0
PAY005212,C0688,S00861,TXN0005212,2023-03-23,499,Success,Credit Card,0
PAY005213,C0688,S00861,TXN0005213,2023-04-22,499,Success,Jio Money,0
PAY005214,C0688,S00861,TXN0005214,2023-05-22,499,Success,UPI,0
PAY005215,C0688,S00861,TXN0005215,2023-06-21,499,Success,Debit Card,0
PAY005216,C0688,S00861,TXN0005216,2023-07-21,499,Success,Debit Card,0
PAY005217,C0688,S00861,TXN0005217,2023-08-20,499,Success,UPI,0
PAY005218,C0688,S00861,TXN0005218,19/09/2023,499,Success,UPI,0
PAY005219,C0688,S00861,TXN0005219,2023-10-19,499,Success,Debit Card,0
PAY005220,C0688,S00861,TXN0005220,2023-11-18,499,Success,Paytm,0
PAY005221,C0689,S00862,TXN0005221,2024-01-16,799,Success,Credit Card,0
PAY005222,C0689,S00862,TXN0005222,2024-02-15,799,Failed,Credit Card,2
PAY005223,C0689,S00862,TXN0005223,2024-03-16,799,Success,Credit Card,0
PAY005224,C0689,S00862,TXN0005224,2024-04-15,799,Success,Credit Card,0
PAY005225,C0690,S00863,TXN0005225,2023-02-23,799,Success,Debit Card,0
PAY005226,C0690,S00863,TXN0005226,2023-03-25,799,Success,UPI,0
PAY005227,C0690,S00863,TXN0005227,2023-04-24,799,Success,UPI,0
PAY005228,C0690,S00863,TXN0005228,2023-05-24,799,Success,UPI,0
PAY005229,C0690,S00863,TXN0005229,2023-06-23,799,Success,Credit Card,0
PAY005230,C0690,S00863,TXN0005230,2023-07-23,799,Success,Credit Card,0
PAY005231,C0690,S00863,TXN0005231,22/08/2023,799,Success,UPI,0
PAY005232,C0690,S00863,TXN0005232,2023-09-21,799,Success,UPI,0
PAY005233,C0690,S00863,TXN0005233,2023-10-21,799,Success,Net Banking,0
PAY005234,C0690,S00863,TXN0005234,2023-11-20,799,Success,Net Banking,0
PAY005235,C0690,S00863,TXN0005235,2023-12-20,799,Success,Credit Card,0
PAY005236,C0690,S00863,TXN0005236,19/01/2024,799,Success,Credit Card,0
PAY005237,C0690,S00863,TXN0005237,2024-02-18,799,Success,Paytm,0
PAY005238,C0690,S00863,TXN0005238,2024-03-19,799,Success,Paytm,0
PAY005239,C0690,S00863,TXN0005239,2024-04-18,899,Success,UPI,0
PAY005240,C0690,S00863,TXN0005240,2024-05-18,799,Success,Credit Card,0
PAY005241,C0690,S00863,TXN0005241,2024-06-17,799,Failed,Net Banking,1
PAY005242,C0690,S00863,TXN0005242,2024-07-17,799,Success,Jio Money,0
PAY005243,C0690,S00863,TXN0005243,2024-08-16,799,Success,UPI,0
PAY005244,C0690,S00863,TXN0005244,2024-09-15,799,Success,UPI,0
PAY005245,C0690,S00863,TXN0005245,2024-10-15,799,Success,Jio Money,0
PAY005246,C0691,S00864,TXN0005246,2023-05-28,499,Success,Credit Card,0
PAY005247,C0691,S00864,TXN0005247,27/06/2023,499,Failed,Debit Card,2
PAY005248,C0691,S00864,TXN0005248,2023-07-27,599,Success,Credit Card,0
PAY005249,C0691,S00864,TXN0005249,2023-08-26,499,Success,UPI,0
PAY005250,C0691,S00864,TXN0005250,2023-09-25,499,Success,Credit Card,0
PAY005251,C0691,S00864,TXN0005251,2023-10-25,499,Failed,UPI,3
PAY005252,C0691,S00864,TXN0005252,2023-11-24,499,Success,UPI,0
PAY005253,C0692,S00865,TXN0005253,14/10/2024,149,Success,UPI,0
PAY005254,C0692,S00865,TXN0005254,2024-11-13,149,Success,UPI,0
PAY005255,C0693,S00866,TXN0005255,2024-06-17,499,Success,Paytm,0
PAY005256,C0693,S00866,TXN0005256,2024-07-17,499,Success,Debit Card,0
PAY005257,C0693,S00866,TXN0005257,2024-08-16,499,Pending,Paytm,0
PAY005258,C0693,S00867,TXN0005258,2024-10-15,299,Success,UPI,0
PAY005259,C0694,S00868,TXN0005259,2023-08-15,799,Success,Credit Card,0
PAY005260,C0694,S00868,TXN0005260,2023-09-14,799,Success,Credit Card,0
PAY005261,C0694,S00868,TXN0005261,2023-10-14,799,Success,Credit Card,0
PAY005262,C0694,S00868,TXN0005262,2023-11-13,799,Success,UPI,0
PAY005263,C0695,S00869,TXN0005263,2023-04-08,499,Success,Jio Money,0
PAY005264,C0695,S00869,TXN0005264,08/05/2023,499,Success,Net Banking,0
PAY005265,C0695,S00869,TXN0005265,2023-06-07,499,Success,Jio Money,0
PAY005266,C0695,S00869,TXN0005266,2023-07-07,499,Success,Debit Card,0
PAY005267,C0695,S00869,TXN0005267,2023-08-06,499,Success,Credit Card,0
PAY005268,C0695,S00869,TXN0005268,2023-09-05,499,Success,UPI,0
PAY005269,C0695,S00869,TXN0005269,2023-10-05,499,Success,Jio Money,0
PAY005270,C0695,S00869,TXN0005270,2023-11-04,499,Success,Debit Card,0
PAY005271,C0695,S00869,TXN0005271,2023-12-04,499,Success,UPI,0
PAY005272,C0695,S00869,TXN0005272,2024-01-03,499,Success,Debit Card,0
PAY005273,C0695,S00869,TXN0005273,2024-02-02,499,Success,Jio Money,0
PAY005274,C0696,S00870,TXN0005274,2023-01-17,799,Success,UPI,0
PAY005275,C0696,S00870,TXN0005275,2023-02-16,799,Success,UPI,0
PAY005276,C0696,S00870,TXN0005276,2023-03-18,799,Success,UPI,0
PAY005277,C0696,S00870,TXN0005277,2023-04-17,799,Failed,UPI,1
PAY005278,C0696,S00870,TXN0005278,2023-05-17,799,Success,UPI,0
PAY005279,C0696,S00870,TXN0005279,2023-06-16,799,Success,Credit Card,0
PAY005280,C0696,S00870,TXN0005280,2023-07-16,799,Success,UPI,0
PAY005281,C0696,S00870,TXN0005281,2023-08-15,799,Success,UPI,0
PAY005282,C0696,S00870,TXN0005282,2023-09-14,799,Success,UPI,0
PAY005283,C0696,S00870,TXN0005283,2023-10-14,799,Success,UPI,0
PAY005284,C0696,S00870,TXN0005284,2023-11-13,799,Success,UPI,0
PAY005285,C0696,S00870,TXN0005285,2023-12-13,799,Success,Credit Card,0
PAY005286,C0696,S00870,TXN0005286,12/01/2024,799,Success,Debit Card,0
PAY005287,C0696,S00870,TXN0005287,2024-02-11,799,Success,Credit Card,0
PAY005288,C0696,S00870,TXN0005288,2024-03-12,799,Pending,Jio Money,1
PAY005289,C0696,S00870,TXN0005289,2024-04-11,799,Success,Credit Card,0
PAY005290,C0696,S00870,TXN0005290,2024-05-11,799,Success,Debit Card,0
PAY005291,C0696,S00870,TXN0005291,2024-06-10,799,Success,UPI,0
PAY005292,C0696,S00870,TXN0005292,2024-07-10,799,Failed,Paytm,2
PAY005293,C0697,S00871,TXN0005293,2024-10-02,299,Success,UPI,0
PAY005294,C0697,S00871,TXN0005294,2024-11-01,299,Failed,Net Banking,2
PAY005295,C0697,S00872,TXN0005295,2024-12-23,499,Success,Net Banking,0
PAY005296,C0698,S00873,TXN0005296,2024-02-26,149,Success,UPI,0
PAY005297,C0698,S00873,TXN0005297,2024-03-27,149,Pending,UPI,0
PAY005298,C0698,S00873,TXN0005298,2024-04-26,149,Success,Net Banking,0
PAY005299,C0698,S00873,TXN0005299,2024-05-26,149,Success,Net Banking,0
PAY005300,C0698,S00873,TXN0005300,2024-06-25,149,Success,Debit Card,0
PAY005301,C0699,S00874,TXN0005301,14/10/2024,299,Failed,Jio Money,1
PAY005302,C0699,S00874,TXN0005302,2024-11-13,299,Pending,Debit Card,0
PAY005303,C0699,S00875,TXN0005303,2024-12-22,299,Success,Credit Card,0
PAY005304,C0700,S00876,TXN0005304,2023-01-28,799,Success,Credit Card,0
PAY005305,C0700,S00876,TXN0005305,2023-02-27,799,Success,Jio Money,0
PAY005306,C0700,S00876,TXN0005306,2023-03-29,799,Success,Paytm,0
PAY005307,C0700,S00876,TXN0005307,2023-04-28,799,Success,Debit Card,0
PAY005308,C0700,S00876,TXN0005308,2023-05-28,799,Success,UPI,0
PAY005309,C0700,S00876,TXN0005309,2023-06-27,799,Success,Debit Card,0
PAY005310,C0700,S00876,TXN0005310,2023-07-27,799,Success,Credit Card,0
PAY005311,C0700,S00876,TXN0005311,2023-08-26,799,Success,Net Banking,0
PAY005312,C0700,S00876,TXN0005312,2023-09-25,799,Success,UPI,0
PAY005313,C0700,S00876,TXN0005313,2023-10-25,799,Success,Net Banking,0
PAY005314,C0700,S00876,TXN0005314,2023-11-24,799,Success,UPI,0
PAY005315,C0700,S00876,TXN0005315,2023-12-24,799,Success,UPI,0
PAY005316,C0700,S00876,TXN0005316,23/01/2024,799,Success,Net Banking,0
PAY005317,C0700,S00876,TXN0005317,2024-02-22,799,Success,UPI,0
PAY005318,C0700,S00876,TXN0005318,2024-03-23,799,Success,Credit Card,0
PAY005319,C0700,S00876,TXN0005319,22/04/2024,799,Success,Credit Card,0
PAY005320,C0700,S00876,TXN0005320,2024-05-22,799,Success,Credit Card,0
PAY005321,C0700,S00876,TXN0005321,2024-06-21,799,Success,Net Banking,0
PAY005322,C0700,S00876,TXN0005322,2024-07-21,799,Success,Jio Money,0
PAY005323,C0700,S00876,TXN0005323,2024-08-20,799,Success,UPI,0
PAY005324,C0700,S00876,TXN0005324,2024-09-19,799,Success,UPI,0
PAY005325,C0700,S00876,TXN0005325,2024-10-19,799,Success,Debit Card,0
PAY005326,C0701,S00877,TXN0005326,2024-07-28,299,Success,UPI,0
PAY005327,C0701,S00877,TXN0005327,2024-08-27,299,Success,Debit Card,0
PAY005328,C0701,S00877,TXN0005328,2024-09-26,299,Success,Debit Card,0
PAY005329,C0701,S00877,TXN0005329,2024-10-26,299,Failed,Paytm,1
PAY005330,C0701,S00877,TXN0005330,2024-11-25,299,Success,Credit Card,0
PAY005331,C0702,S00878,TXN0005331,2023-05-09,299,Success,Debit Card,0
PAY005332,C0702,S00878,TXN0005332,2023-06-08,299,Success,Net Banking,0
PAY005333,C0702,S00878,TXN0005333,2023-07-08,299,Success,Jio Money,0
